Nazwa beneficjenta,Tytu_ projektu,Program Operacyjny,Dzia_anie,Poddzia_anie,Warto__ ogó_em,Dofinansowanie publiczne,Rok przyznania dofinansowania,Rok wyp_acenia ostatniej raty
Powiatowy Urz_d Pracy Nr 2 w _odzi,Wykszta_ceni pracownicy-sprawna administracja,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"688,242.00","561,180.36",2008,2009
Powiatowy Urz_d Pracy w Aleksandrowie Kujawskim,Specjali_ci,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"133,439.00","109,810.84",2008,2009
Powiatowy Urz_d Pracy w Be_chatowie,Doradzam - pomagam,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"130,255.64","107,663.24",2008,2009
Powiatowy Urz_d Pracy w Bi_goraju,Praca dla wszystkich,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.1 Wsparcie osób pozostaj_cych bez zatrudnienia na regionalnym rynku pracy,"979,694.97","940,924.25",2007,2009
Powiatowy Urz_d Pracy w Brodnicy,Efektywne doradztwo zawodowe i po_rednictwo pracy szans_ bezrobotnych,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"165,163.60","139,205.24",2008,2009
Powiatowy Urz_d Pracy w Bydgoszczy,Podniesienie standardu us_ug poradnictwa zawodowego i po_rednictwa pracy w PUP Bydgoszcz,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"532,546.05","449,984.44",2008,2009
Powiatowy Urz_d Pracy w Che_mnie,Dobra kadra po_ow_ sukcesu,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"131,339.00","111,638.00",2008,2009
Powiatowy Urz_d Pracy w Gda_sku,Bez barier,Program Operacyjny Kapita_ Ludzki,7.2. Przeciwdzia_anie wykluczeniu i wzmocnienie sektora ekonomii spo_ecznej,7.2.1 Aktywizacja zawodowa i spo_eczna osób zagro_onych wykluczeniem spo_ecznym,"238,310.00","219,141.40",2008,2009
Powiatowy Urz_d Pracy w Golubiu-Dobrzyniu,PUP - kompetentym partnerem w rozwoju kapita_u ludzkiego w powiecie golubsko - dobrzy_skim,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"84,300.00","71,343.54",2008,2009
Powiatowy Urz_d Pracy w Grudzi_dzu,Nowe standardy dzia_ania kadr PUP w Grudzi_dzu,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"338,530.96","286,183.29",2008,2009
Powiatowy Urz_d Pracy w Jarocinie,Urz_d sukcesu,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"268,555.94","228,269.98",2008,2009
Powiatowy Urz_d Pracy w Kaliszu,Wysoka jako__ gwarancj_ sukcesu,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"180,000.00","152,563.32",2008,2009
Powiatowy Urz_d Pracy w Lesznie,"Doskona_y doradca, doskona_y po_rednik",Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"135,000.00","114,719.97",2008,2009
Powiatowy Urz_d Pracy w Lipnie,Dobra kadra - sukces urz_du,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"131,339.00","111,264.47",2008,2009
Powiatowy Urz_d Pracy w Lublinie,Profesjonali_ci,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"259,762.71","206,597.32",2008,2009
Powiatowy Urz_d Pracy w _asku,Impuls,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"120,321.38","93,731.10",2008,2009
Powiatowy Urz_d Pracy w __czycy,Profesjonalne us_ugi,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"145,294.83","121,442.05",2008,2009
Powiatowy Urz_d Pracy w _owiczu,Jako__ i profesjonalizm,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"154,105.30","103,868.34",2008,2009
Powiatowy Urz_d Pracy w Miko_owie,Pe_nosprawna integracja ,Program Operacyjny Kapita_ Ludzki,7.3. Inicjatywy lokalne na rzecz aktywnej integracji,,"33,680.00","33,506.27",2008,2009
Powiatowy Urz_d Pracy w Mogilnie,Nowa jako__ us_ug lokalnego rynku pracy w powiecie mogile_skim,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"97,974.00","83,274.58",2008,2009
Powiatowy Urz_d Pracy w My_liborzu,Inicjatywa 2009- aktywna integracja w Gminie Boleszkowice,Program Operacyjny Kapita_ Ludzki,7.3. Inicjatywy lokalne na rzecz aktywnej integracji,,"49,985.00","49,845.59",2008,2009
Powiatowy Urz_d Pracy w My_liborzu,Inicjatywa 2008- aktywna integracja w Gminie Nowogródek Pomorski,Program Operacyjny Kapita_ Ludzki,7.3. Inicjatywy lokalne na rzecz aktywnej integracji,,"49,535.00","49,472.86",2008,2009
Powiatowy Urz_d Pracy w Nakle nad Noteci_,Wzrost jako_ci us_ug rynku pracy,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"166,392.00","141,047.50",2008,2009
POWIATOWY URZ_D PRACY W OPOCZNIE,PERSPEKTYWY OPOCZY_SKIEGO RYNKU PRACY,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"293,140.40","233,373.31",2008,2009
Powiatowy Urz_d Pracy w Pabianicach,Skuteczny urz_d,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"332,131.00","281,913.56",2008,2009
Powiatowy Urz_d Pracy w Paj_cznie,Wzmocnienie publicznych s_u_b zatrudnienia oraz analiza i prognozowanie rozwoju rynku pracy w powiecie paj_cza_skim,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"109,350.55","87,471.04",2008,2009
Powiatowy Urz_d Pracy w Parczewie,Profesjonalna Kadra,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"100,833.00","84,438.80",2008,2009
Powiatowy Urz_d Pracy w Piotrkowie Trybunalskim,Profesjonalny partner na rynku pracy,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"367,114.00","309,090.67",2008,2009
Powiatowy Urz_d Pracy w Pleszewie,Po_rednik,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"278,600.00","236,718.25",2008,2009
Powiatowy Urz_d Pracy w Radomsku,Profesjonalista w publicznych s_u_bach zatrudnienia,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"370,813.36","301,686.40",2008,2009
Powiatowy Urz_d Pracy w Radziejowie,Nasza wiedza po_ow_ Waszego sukcesu,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"62,287.75","50,684.82",2008,2009
Powiatowy Urz_d Pracy w Rawie Mazowieckiej,Urz_d bli_szy spo_ecze_stwu,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"113,170.08","96,193.94",2008,2009
Powiatowy Urz_d Pracy w Rypinie,Profesjonalni na rynku pracy,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"98,935.18","82,075.44",2008,2009
Powiatowy Urz_d Pracy w S_pólnie Kraje_skim,Rozwój po_rednictwa pracy i poradnictwa zawodowego w Powiatowym Urz_dzie Pracy w S_pólnie Kraj.,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"109,096.00","92,731.00",2008,2009
Powiatowy Urz_d Pracy w Sieradzu,Kompetentny urz_dnik = profesjonalna obs_uga,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"352,626.00","298,482.73",2008,2009
Powiatowy Urz_d Pracy w Skierniewicach,Razem po aktywno__,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"121,505.99","100,164.66",2008,2009
Powiatowy Urz_d Pracy w S_upsku,Badanie i analiza sytuacji d_ugotrwale bezrobotnych na terenie powiatu s_upskiego i miasta S_upska,Program Operacyjny Kapita_ Ludzki,7.2. Przeciwdzia_anie wykluczeniu i wzmocnienie sektora ekonomii spo_ecznej,7.2.1 Aktywizacja zawodowa i spo_eczna osób zagro_onych wykluczeniem spo_ecznym,"72,258.70","71,485.69",2008,2009
Powiatowy Urz_d Pracy w _wieciu,Skuteczni dla innych,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"144,631.00","122,936.00",2008,2009
Powiatowy Urz_d Pracy w Tomaszowie Mazowieckim,Nawigator,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"384,900.00","319,764.98",2008,2009
Powiatowy Urz_d Pracy w Tucholi,Wzmocnienie kadr PUP w Tucholi,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"108,000.00","90,834.47",2008,2009
Powiatowy Urz_d Pracy w Wa_czu,Wspieramy aktywne kobiety,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.1 Wsparcie osób pozostaj_cych bez zatrudnienia na regionalnym rynku pracy,"350,600.00","350,600.00",2007,2009
Powiatowy Urz_d Pracy w W_brze_nie,Nowe kadry,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"75,730.00","64,241.75",2008,2009
Powiatowy Urz_d Pracy w Wieruszowie,Kadra Plus,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"85,872.00","72,518.63",2008,2009
Powiatowy Urz_d Pracy w Zdu_skiej Woli,Optymista,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"227,909.64","183,069.86",2008,2009
Powiatowy Urz_d Pracy w Zgierzu,Przyjazny urz_d,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"172,692.34","137,178.69",2008,2009
Powiatowy Urz_d Pracy w Z_otowie,Profesjonalna kadra- wysoka jako__ us_ug rynku pracy w powiecie z_otowskim,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"242,984.39","206,536.73",2008,2009
Powiatowy Urz_d Pracy w _ninie,Sprawny Urz_d Pracy,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"177,995.53","151,102.25",2008,2009
Powiatowy Urz_d Pracy we W_oc_awku,Nowa jako__,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urz_dów pracy w realizacji zada_ na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"409,222.72","346,290.57",2008,2009
Pozna_ska Wy_sza Szko_a Biznesu i J_zyków Obcych,Shakespeare in school-Warsztaty teatralno-j_zykowe,Program Operacyjny Kapita_ Ludzki,9.1. Wyrównywanie szans edukacyjnych i zapewnienie wysokiej jako_ci us_ug edukacyjnych _wiadczonych w systemie o_wiaty,9.1.2 Wyrównywanie szans edukacyjnych uczniów z grup o utrudnionym dost_pie do edukacji oraz zmniejszanie ró_nic w jako_ci us_ug edukacyjnych,"183,313.50","183,194.56",2008,2009
PPH TRANSSYSTEM S.A.,Opracowanie i wdro_enie wzoru u_ytkowego dla systemu transportu technologicznego EHB,Program Operacyjny Innowacyjna Gospodarka,4.2. Stymulowanie dzia_alno_ci B+R przedsi_biorstw oraz wsparcie w zakresie wzornictwa przemys_owego,,"1,081,500.00","462,879.55",2008,2009
"PPHU ""POL-TRANS CATERING"". EXPORT - IMPORT. Alfreda Perczak",Wzrost konkurencyjno_ci firmy PPHU POL - TRANS CATERING na rynku cateringu lotniczego i biurowego poprzez zakup linii pakuj_co - etykietuj_cej do pakowania kanapek i _ywno_ci w atmosferze chronionej.,Regionalny Program Operacyjny Województwa _l_skiego,1.2. Mikroprzedsi_biorstwa i M_P,1.2.2. Ma_e i _rednie Przedsi_biorstwa,"390,400.00","192,000.00",2008,2009
"PPHU ""POL-TRANS CATERING"". EXPORT - IMPORT. Alfreda Perczak",UDZIA_ FIRMY POL - TRANS CATERING W MISJI GOSPODARCZEJ NA TARGACH LOTNICZYCH ITCA W BARCELONIE W DNIACH 10-12.02.2009,Regionalny Program Operacyjny Województwa _l_skiego,1.2. Mikroprzedsi_biorstwa i M_P,1.2.2. Ma_e i _rednie Przedsi_biorstwa,"15,000.00","5,364.43",2008,2009
PPHU INFOR Krzysztof Kulik,Uruchomienie nowoczesnej produkcji okien i drzwi z PCV i aluminium w miejscowo_ci Piecki.,Regionalny Program Operacyjny Województwa Kujawsko-Pomorskiego,5.2. Wsparcie inwestycji przedsi_biorstw,5.2.1. Wsparcie inwestycji mikroprzedsi_biorstw,"687,937.84","349,963.60",2008,2009
PPHU TOMPOL Tomasz Pietrus,Wzrost konkurencyjno_ci przedsi_biorstwa PPHU TOMPOL poprzez wdro_enie innowacyjnej technologii wycinania formatek z pianki poliuretanowej,Regionalny Program Operacyjny Województwa Wielkopolskiego na lata 2007 - 2013,Dzia_anie 1.2. Wsparcie rozwoju MSP,Schemat I: Projekty inwestycyjne,"682,276.30","349,650.00",2008,2009
PPU Malmor Sp. z o.o.,Unowocze_nienie sk_adników maj_tku trwa_ego niezb_dnego do prowadzenia dzia_alno_ci i rozwoju firmy Malmor poprzez zakup kabiny malarsko-suszarniczej wraz z infrastruktur_,Regionalny Program Operacyjny Województwa Pomorskiego,"1.1. Mikro, ma_e i _rednie przedsi_biorstwa",1.1.2. Ma_e i _rednie przedsi_biorstwa,"1,421,300.00","466,000.00",2008,2009
PPU-H KOMA sp. z o.o.,Rozbudowa przedsi_biorstwa poprzez uruchomienie nowych gniazd produkcji palników.,Regionalny Program Operacyjny Województwa Lubuskiego,2.2 Poprawa konkurencyjno_ci ma_ych i _rednich przedsi_biorstw poprzez inwestycje.,,"518,630.53","187,047.08",2008,2009
Pracownia Architektoniczna Archicomp Ryszard Miklas,Stworzenie wirtualnego biura projektowego Archicomp,Program Operacyjny Innowacyjna Gospodarka,8.2. Wspieranie wdra_ania elektronicznego biznesu typu B2B,,"107,867.00","58,189.85",2008,2009
Pracownia Cukiernicza „CHANTILLY” Marta Jawie_ ,"Wzrost produkcji poprzez zakup dwóch maszyn, Mikser planetarny oraz Piec modu_owy do Cukierni CHANTILLY Bochnia",Regionalny Program Operacyjny Województwa Ma_opolskiego,2.1. Rozwój i podniesienie konkurencyjno_ci przedsi_biorstw,Schemat A: Bezpo_rednie wsparcie inwestycji w  M_P,"81,654.00","29,565.00",2008,2009
Pracownia Cukiernicza JANA Janina _ochowska,Wzrost konkurencyjno_ci Pracowni Cukierniczej JANA poprzez inwestycje w nowoczesny park maszynowy do produkcji i pakowania wyrobów cukierniczych.,Regionalny Program Operacyjny Województwa Ma_opolskiego,2.1. Rozwój i podniesienie konkurencyjno_ci przedsi_biorstw,Schemat A: Bezpo_rednie wsparcie inwestycji w  M_P,"353,871.00","115,994.19",2008,2009
Pracownia Inicjatyw Lokalnych,"""Przysz_o__ Bukowna: przedsi_biorcza kobieta""",Program Operacyjny Kapita_ Ludzki,6.3. Inicjatywy lokalne na rzecz podnoszenia poziomu aktywno_ci zawodowej na obszarach wiejskich,,"49,239.00","48,477.95",2008,2009
