BENEFICIARIO,TIPO DE OPERACIÓN,"GASTO
PÚBLICO"
EULEN SERVICIOS SOCIOSANITARIOS SA,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","6.000,00"
EURO ASESORES SCDAD. COOP. V.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","9.000,00"
EURO SELECT PROPERTIES SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
EUROALSE SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
EURO-CARGO EXPRESS SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
EUROESTALVIS COMUNICACIONES SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
EUROGRAFIC VINALOPO SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.750,00"
EUROINCHABLE SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
EVA PERARNAU SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
EVERIS CENTERS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","150.000,00"
EVIDENCE AUDITORES DE CUENTAS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
EXCAVACIONES CHAPARRO SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.000,00"
EXCAVACIONES ENRIQUE MARTINEZ SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.000,00"
EXCAVACIONES JUAN VIDAL SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.500,00"
EXCAVACIONES LIMON SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
EXCAVACIONES SANFELIX SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
EXCAVACIONES VILLENA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
"EXCAVACIONES VISA SOCIEDAD DE 
RESPONSABILIDAD LIMI","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.000,00"
"EXCAVACIONES Y NIVELACIONES BENIFAYO 
SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
EXCLUSIVAS GARCIA DE LEONARDO SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.125,00"
EXCM AJUNTAMENT D OLIVA,Mejorar la adecuación de las organizaciones a las necesidades del mercado de trabajo,"28.175,00"
EXPLANACIONES DEL MEDITERRANEO SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","8.000,00"
EXPOESPORT ESTREDER SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.500,00"
EXPO-JAMAR SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","9.000,00"
EXPO-JAMAR SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.000,00"
EXPORMIM SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
"EXTINCION, SISTEMAS Y EQUIPAMIENTOS,S.L.",Favorecer la integración social y laboral de las personas inmigrantes,"3.000,00"
EXTINTORES CANO LOPERA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
EXTINTORES CASTELLON SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","13.000,00"
"EXTRA KIOSCOS, SL.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
F P FINA IZQUIERDO SA,Prevención del abandono escolar y refuerzo de la formación inicial,"40.846,00"
F P FINA IZQUIERDO SA,"Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","14.017,50"
F. TOMAS S.L,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
FABRICACION MODULAR VALENCIANA SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","44.670,77"
FACHADAS DECOVAL SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","13.000,00"
"FACILITADORES DE EMPLEO E INSERCION DE 
VALENCIA SL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","8.192,41"
"FACTORY DENT MB, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.750,00"
FAMILIA MARTIN MARTINEZ SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
"FANTASY STORE, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
FAYOS SUMINISTROS HOSTELEROS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.125,00"
"FAZMOTOR, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
"FED ASOC DISCAPACIT FISICOS VCIA 
COCEMFE","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","29.893,18"
FED.EMP.METAL DE LA PROV.DE ALICANT,Mejorar la adecuación de las organizaciones a las necesidades del mercado de trabajo,"25.855,00"
"FEDERACION ALICANTINA DE COMERCIO DE 
PEQUEÑA Y MED","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","46.800,00"
FEDERACION CIMA COMUNIDAD VALENCIANA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.500,00"
"FEDERACION DE DEPORTES ADAPTADOS DE 
LA CDAD VALENC","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","37.001,95"
"FEDERACION DE SINDICATOS 
INDEPENDIENTES DE ENSEÑAN",Favorecer la integración social y laboral de las personas inmigrantes,"92.852,40"
"FEDERACION DE TRIATLON Y DEPORTE 
COMBINADO DE LA C","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
"FEDERACION EMPRESARIAL COMARCAL DEL 
ALTO PALANCIA","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","3.904,67"
"FEDERACION EMPRESARIAL DE ENTIDADES 
TITULARES DE C","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","56.250,00"
"FEDERACION EMPRESARIAL DE ENTIDADES 
TITULARES DE C","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","45.085,60"
"FEDERACION EMPRESARIAL METALURGICA 
VALENCIANA",Mejorar la adecuación de las organizaciones a las necesidades del mercado de trabajo,"41.013,00"
FEDERACION ESCUELAS FAMILIARES,Prevención del abandono escolar y refuerzo de la formación inicial,"171.438,00"
FEDERACION ESCUELAS FAMILIARES,"Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","8.957,60"
"FEDERACION VALENCIANA DE LA IMAGEN 
PERSONAL (PELUQ","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","10.799,02"
"FEINA EN COMPTABILITAT I TRIBUTS, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.125,00"
FEIX SERVICIOS INTEGRALES SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
FELIX MORENO GARCIA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
FEMORGANIC SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
FERPUSER SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
"FERRALLA BIGASTRO, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
FERRER BERNABEU ASESORES SLP,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
FERROMOVEL SA,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.500,00"
FET DE VIDRE SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","16.021,77"
FEVALCEE,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","17.767,15"
FIGUERAS REFRIGERACIO SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
FILESFLOK SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
FINANCIACION HYPRESS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
FINCAS SEGORBE SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.250,00"
FITEQA CC OO,"Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","14.400,00"
FIVI 2000 SL,"Desarrollo de Servicios específicos de empleo, formación y apoyo en sectores y empresas 
en reestructuración","6.000,00"
FLEJES INDUSTRIALES SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.000,00"
FLORAMEDIA ESPAÑA SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
"FLORES RAD, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","14.000,00"
FLORIDA CENTRE DE FORMACION CO,"Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","32.187,60"
"FOMENTO DE CONSTRUCCIONES Y 
CONTRATAS SA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.500,00"
FOMENTO DE YESOS LAMINADOS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
FONDECAS PROFESIONALES SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","8.000,00"
"FONTANERIA HECTOR Y OSCAR,S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.000,00"
FONTANERIA HERMANOS BALLESTEROS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
FONTANERIA RAYPA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
"FONTANERIA TONYBAM, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
"FORKLIFT LEVANTE, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
FORN DE CLAVIJO SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
"FORN I PASTISSERIES NAVARRO, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
"FORTIS MEDITERRANEA, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
FP FINA IZQUIERDO SA,Prevención del abandono escolar y refuerzo de la formación inicial,"16.300,00"
FP FINA IZQUIERDO SA,"Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","15.988,80"
FRANCES Y GARCIA SEGURCREDIT SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
"FRANCISCO MARTINEZ HERRERO, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
"FRANCISCO MATEO UBIÑA, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
FRANCISCO SELLENS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
FRANCISCO SOLA S.L,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","12.000,00"
FRANCISCO STRUCH SL,"Desarrollo de Servicios específicos de empleo, formación y apoyo en sectores y empresas 
en reestructuración","24.000,00"
FRANJA-95 SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
"FRANKAMOR, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
"FRANQUINETWORK, S.L.U.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
FRANVIC PLASTICOS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.125,00"
FRAVICMA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","24.125,00"
FRET BERTOMEU SL UNIPERSONAL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
FRIO CEREZO SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","9.000,00"
