BENEFICIARIO,TIPO DE OPERACIÓN,"GASTO
PÚBLICO"
"A + 2, C.B.",Mejorar la empleabilidad de las personas desempleadas,"2.673,00"
"URBANIA 2003 ARQUITECTURA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.178,80"
URRIELLU FORESTAL S. COOP. LTDA,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.200,00"
"VACIERO, S.A",Mejorar la empleabilidad de las personas desempleadas,"5.172,00"
VALLES MINEROS AUTOMOVILES S.A.,Mejorar la empleabilidad de las personas desempleadas,"5.652,90"
"VALLES MINEROS AUTOMOVILES, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.200,00"
"VANGUARDIA, ELEMENTOS DE DISEN_O, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","930,21"
"VASER ESPAÑA 36, S.L",Mejorar la empleabilidad de las personas desempleadas,"621,90"
"VENTURO XXI, S.A.",Mejorar la empleabilidad de las personas desempleadas,"2.570,40"
"VERDEÑA, S.A.",Mejorar la empleabilidad de las personas desempleadas,"4.306,50"
"VEROT, S.A.",Mejorar la empleabilidad de las personas desempleadas,"6.595,42"
"VESUVIUS IBERICA REFRACTARIOS, S.A.",Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
"VETRO TOOL, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.400,00"
"VETRO TOOL, SA",Mejorar la empleabilidad de las personas desempleadas,"8.493,30"
"VETRO TOOL, SA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.551,20"
"VIAJES CROMA, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.440,00"
"VIAJES MALABI, S.L.",Mejorar la empleabilidad de las personas desempleadas,"6.714,90"
"VIAJES MURALBU, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.899,80"
"VIAJES SIGARCI, S.A.",Mejorar la empleabilidad de las personas desempleadas,"1.499,40"
"VIAJES XIANA, S.L",Mejorar la empleabilidad de las personas desempleadas,"13.500,00"
"VICENTE PELAYO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
"VICENTE PELAYO, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.200,00"
"VIDRIOS LA NUEVA, SL",Mejorar la empleabilidad de las personas desempleadas,"2.880,00"
"VIGIL ESCALERA Y GUISASOLA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.738,60"
"VILIULFO DIAZ ABOGADOS Y ASESORES 
TRIBUTARIOS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"13.365,00"
VILLAREJO ALONSO ABOGADOS CB,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.466,80"
"VIÑA Y LOBO, CB",Mejorar la empleabilidad de las personas desempleadas,"1.440,00"
VITAE CONTROL INTEGRAL DE SALUD SL,Mejorar la empleabilidad de las personas desempleadas,"4.687,56"
"VITALIA, CB",Mejorar la empleabilidad de las personas desempleadas,"2.692,80"
"VITIENES, S.L","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.400,00"
"VIVEROS JARDINERIA Y PROYECTOS LA 
SOLANA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.167,65"
"VORAGO TECNOLOGIA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.440,00"
"VORAGO TECNOLOGIA, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","9.000,00"
"VORAGO TECNOLOGIA, SL",Mejorar la empleabilidad de las personas desempleadas,"34.251,30"
"YESOS Y MORTEROS SEGUNDO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
"ZARABOZO Y SANCHEZ, S.L","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.400,00"
"ZARROCA & ASESORES, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.680,00"
"ZENIT SOLUTIONS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"6.750,00"
"ZITEC INSTALACIONES ELECTRICAS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"5.314,96"
"ZULIA, C.B",Mejorar la empleabilidad de las personas desempleadas,"900,00"
